PRODUCT_URL,PRODUCT_NAME,PRODUCT_PRICE,RATING,NO_OF_REVIEWS
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc4NjE3ODgxNzIwNTk4OjE2OTI2ODI3Njg6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_149_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692682768%26sprefix%3Dba%252Caps%252C283%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800.00",4.4 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Nzc4NjE3ODgxNzIwNTk4OjE2OTI2ODI3Njg6c3BfYnRmOjMwMDAxNjYxODE5NjczMjo6MDo6&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692682768%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",528,3.0 out of 5 stars,6 ratings
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RMxE-X2sIN0LNhZJzqqG7l8AAAGKG8FPVgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAhAMin/https://www.amazon.in/Genie-Miami-litres-Casual-Backpack/dp/B07SRGGGNC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07SRGGGNC&pd_rd_r=f4f340ee-1ef9-47cd-90a9-38d78ef6150e&pd_rd_w=kUoEO&pd_rd_wg=c9NQo&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=380QB6CW71XW0S6KEPWE&qid=1692682768&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-129-06195d41-65bd-48f4-8e70-03d97b6094ec,"Genie Miami Laptop Backpack for Women,Tuition bag, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",803,4.2 out of 5 stars,"1,484 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,"3,499.00",4.6 out of 5 stars,99 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfYXRmX25leHQ6MzAwMDM2Nzc0OTg5MzMyOjowOjo&url=%2FBackpack-Separate-Compartment-Folders-Multipurpose%2Fdp%2FB0CFHCPW7V%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"SAMRAT Laptop Backpack, Separate Compartment to Keep Files & Folders || College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop",759,Previous page,
https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-147,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",399,4.2 out of 5 stars,115 ratings
https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-148,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,499,3.9 out of 5 stars,"1,148 ratings"
https://www.amazon.in/Backpack-Colleges-Luggage-Waterproof-Stylish/dp/B09GYGCK54/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-149,URBAN CARRIER Large 45 Liters Medium Backpack for school and colleges laptop bag luggage bag travel bag Unisex office bag for men Waterproof School Bag for girls stylish backpack for men,579,3.9 out of 5 stars,503 ratings
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-150,Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.2 out of 5 stars,"20,845 ratings"
https://www.amazon.in/Tabelito%C2%AE-Delta-Waterproof-Backpack-Compatible/dp/B0BLK2RL23/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-151,"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",599,4.2 out of 5 stars,123 ratings
https://www.amazon.in/HYDER-Superhero-Lightweight-Spacious-Waterproof/dp/B0BJ6CTJ3Q/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-152,HYDER Kids 20L Cartoon Printed Best Stylish Lightweight Spacious Waterproof Casual/Picnic/Tuition/School Bag/Backpack for Children Boys And Girls,499,3.9 out of 5 stars,324 ratings
https://www.amazon.in/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-153,Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (25x16x7.5cm) (Dark Grey),395,4.1 out of 5 stars,"8,660 ratings"
https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-154,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,746,4.0 out of 5 stars,"1,258 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfbXRmOjMwMDAzNjc3NDk4OTQzMjo6MDo6&url=%2FCollege-Multipurpose-Backpack-Compartment-Resistant%2Fdp%2FB0CFHG928Z%2Fref%3Dsr_1_155_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SAMRAT College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Stylish etc",799,Previous page,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfbXRmOjMwMDAzNjc3NDk4OTUzMjo6MDo6&url=%2FCollege-Multipurpose-Backpack-Compartment-Resistant%2Fdp%2FB0CFH9M1YP%2Fref%3Dsr_1_156_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SAMRAT College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Stylish & Durable Bag",859,Previous page,
https://www.amazon.in/DZert-Polyester-Pink-School-Backpack/dp/B077VFZHLL/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-157,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),319,3.6 out of 5 stars,"1,934 ratings"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVNBCX5/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-158,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8 out of 5 stars,630 ratings
https://www.amazon.in/Caprese-Yondella-Womens-Medium-Synthetic/dp/B07TY4NDVF/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-159,Caprese Yondella Women's Sling Bag,"1,214",4.1 out of 5 stars,"1,293 ratings"
https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-160,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",778,3.8 out of 5 stars,"1,138 ratings"
https://www.amazon.in/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BK4VL6P9/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-161,Dybbuk Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Navy Blue) 40L,647,3.6 out of 5 stars,35 ratings
https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-162,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),994,4.1 out of 5 stars,402 ratings
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-163,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),895,4.2 out of 5 stars,223 ratings
https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1692683046&sprefix=ba%2Caps%2C283&sr=8-164,"Genie Heartbeat Backpack for Women 3 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",753,4.4 out of 5 stars,294 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_165_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.4 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDczMDI0NzQ5MTUxNTk4OjE2OTI2ODMwNDY6c3BfYnRmOjMwMDAxNjYxODE5NjczMjo6MDo6&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_166_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683046%26sprefix%3Dba%252Caps%252C283%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",528,3.0 out of 5 stars,6 ratings
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/REC67PlKSOTo52P9EUBNnzAAAAGKG8WNcwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCmLY4p/https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09QL66G55&pd_rd_r=ca452a3e-6f2d-4cae-bd86-2812ea630654&pd_rd_w=g0sV4&pd_rd_wg=XOAZA&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=BMQR7VG2AX478DY0DKS0&qid=1692683046&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-145-06195d41-65bd-48f4-8e70-03d97b6094ec,"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1 out of 5 stars,"1,610 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,"3,499.00",4.6 out of 5 stars,99 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,4.0 out of 5 stars,"5,610 ratings"
https://www.amazon.in/Aristocrat-Unisex-Oxford-Fabric-28-82L/dp/B09ZV86P4S/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-163,Aristocrat Unisex Black Oxford Fabric 28.82L Laptop Bags,754,3.4 out of 5 stars,68 ratings
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-164,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","1,399.00",4.2 out of 5 stars,377 ratings
https://www.amazon.in/HARISSONS-15-6-inch-Backpack-Organizers-Detachable/dp/B07M5P5LW3/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-165,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder","2,960.00",4.4 out of 5 stars,"2,015 ratings"
https://www.amazon.in/Martucci-Unisex-Waterproof-Backpack-Airport/dp/B088BNVPD6/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-166,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Airport Blue),549,3.9 out of 5 stars,"7,766 ratings"
https://www.amazon.in/Skybags-Unisex-Black-Jacquard-Laptop/dp/B0B21Z5M5J/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-167,Skybags Unisex Black Shiny Jacquard 34L Laptop Bags,"1,403.00",5.0 out of 5 stars,5 ratings
https://www.amazon.in/Stylbase-Waterproof-Laptop-business-Backpack/dp/B0BNL4BK3P/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-168,"Stylbase Waterproof Lightweight Laptop Bag with 20L Capacity and 3 Compartments - Ideal for Travel, Office, and School Use - Unisex Design",499,4.1 out of 5 stars,13 ratings
https://www.amazon.in/Professional-Organizer-Waterproof-Compartment-Accessories/dp/B0C7VJ1LFG/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-169,VIULVUK Professional Large Makeup Kit Organizer for Girls | Waterproof Cosmetic Bags with Big Compartment | Wash Bag & Travel Toiletry Pouch for Women's Skincare Accessories Storage (Grey Flamingo),209,3.8 out of 5 stars,6 ratings
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-170,Amazon Basics Laptop Backpack,649,4.2 out of 5 stars,504 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfbXRmOjMwMDAzNjc3NDk4OTMzMjo6MDo6&url=%2FBackpack-Separate-Compartment-Folders-Multipurpose%2Fdp%2FB0CFHCPW7V%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SAMRAT Laptop Backpack, Separate Compartment to Keep Files & Folders || College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop",759,Previous page,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfbXRmOjMwMDAzNjc3NDk4OTQzMjo6MDo6&url=%2FCollege-Multipurpose-Backpack-Compartment-Resistant%2Fdp%2FB0CFHG928Z%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SAMRAT College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Stylish etc",799,Previous page,
https://www.amazon.in/American-Tourister-40X-01-009/dp/B00FRCNSZ0/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-173,American Tourister Nylon 65 cms Blue Travel Duffle (40X (0) 01 009),"2,099.00",4.3 out of 5 stars,"2,738 ratings"
https://www.amazon.in/ASUS-Backpack-Cross-Dyed-Material-Suitable/dp/B09Q68446F/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-174,"ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop","1,249.00",4.4 out of 5 stars,60 ratings
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-175,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8 out of 5 stars,630 ratings
https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-176,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,907,4.2 out of 5 stars,345 ratings
https://www.amazon.in/Swiss-Military-Travel-Backpack-Hardshell/dp/B0C3MHG797/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-177,"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop","3,499.00",3.9 out of 5 stars,11 ratings
https://www.amazon.in/Mokobara-Transit-Backpack-Laptop-Sunray/dp/B09V7R98XC/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-178,"MOKOBARA The Transit Backpack - 30L Premium Nylon 15.6"" Unisex Laptop Bag With Luggage Sleeve","4,999",4.5 out of 5 stars,652 ratings
https://www.amazon.in/Waterproof-Capacity-Backpack-Teenage-Rucksack/dp/B0CDHD9BZD/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-179,"TEESTA Waterproof Travel Casual Large Capacity 17.5 Inch Backpack Teenage Girls Laptop Rucksack Fashion School Bag with Small Case for Men/Women/Student/Gym(Black,1-Pcs)","1,299.00",4.3 out of 5 stars,14 ratings
https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1692683317&sprefix=ba%2Caps%2C283&sr=8-180,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,979,4.0 out of 5 stars,578 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_181_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800.00",4.4 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk4MzA5NzQ0NzIyNTk4OjE2OTI2ODMzMTc6c3BfYnRmOjMwMDAxNjYxODE5NjczMjo6MDo6&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_182_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692683317%26sprefix%3Dba%252Caps%252C283%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",528,3.0 out of 5 stars,6 ratings
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RCAPyYQUgpHPPkA24TGnLPUAAAGKG8mwhQMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAug0VZ/https://www.amazon.in/VISMIINTREND%C2%AE-Backpack-Fashion-Stylish-Tuitions/dp/B0832PKFDS/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0832PKFDS&pd_rd_r=c30cf0a7-4e0f-4cde-9f1a-1cec3ff38cc1&pd_rd_w=of88h&pd_rd_wg=NDYca&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=0P1TX4430BD4F3RQ704T&qid=1692683317&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-161-06195d41-65bd-48f4-8e70-03d97b6094ec,VISMIINTREND Fashion Leather Backpack Handbags Purse Bags with Shoulder Belt for Women and Girls | Travel | Back | College | Work | Gift | 13.5 Inch Laptop Bag | Rakhi Gifts for Sisters | Wife,"1,350.00",4.3 out of 5 stars,"1,598 ratings"
